129.222.123.0/24,dllstxx1,dfw
129.222.124.0/24,dllstxx1,dfw
129.222.125.0/24,dllstxx1,dfw
129.222.126.0/24,dllstxx1,dfw
129.222.127.0/24,dllstxx1,dfw
129.222.128.0/24,tmpeazx1,phx
129.222.129.0/24,tmpeazx1,phx
129.222.130.0/24,sltyutx1,pvu
129.222.131.0/24,sltyutx1,pvu
129.222.132.0/24,snjecax1,sjc
129.222.133.0/24,snjecax1,sjc
129.222.134.0/24,mmmiflx1,mia
129.222.135.0/24,mmmiflx1,mia
129.222.136.0/24,clgycan1,yyc
129.222.137.0/24,clgycan1,yyc
129.222.138.0/24,clgycan1,yyc
129.222.139.0/24,clgycan1,yyc
129.222.140.0/24,clgycan1,yyc
129.222.141.0/24,clgycan1,yyc
129.222.142.0/24,tmpeazx1,phx
129.222.144.0/24,nrbiken1,nbo
129.222.145.0/24,nrbiken1,nbo
129.222.146.0/24,nrbiken1,nbo
129.222.147.0/24,nrbiken1,nbo
129.222.148.0/24,nrbiken1,nbo
129.222.149.0/24,nrbiken1,nbo
129.222.150.0/24,nwyynyx1,lga
129.222.151.0/24,nwyynyx1,lga
129.222.152.0/24,mplsmnx1,msp
129.222.153.0/24,mplsmnx1,msp
129.222.154.0/24,mplsmnx1,msp
129.222.155.0/24,mplsmnx1,msp
129.222.156.0/24,mplsmnx1,msp
129.222.157.0/24,mplsmnx1,msp
129.222.158.0/24,mplsmnx1,msp
129.222.159.0/24,mplsmnx1,msp
129.222.160.0/24,gtmygtm1,gua
129.222.161.0/24,gtmygtm1,gua
129.222.162.0/24,ashnvax2,iad
129.222.163.0/24,ashnvax2,iad
129.222.166.0/24,nwyynyx1,lga
129.222.167.0/24,nwyynyx1,lga
129.222.168.0/24,sntochl1,scl
129.222.169.0/24,sntochl1,scl
129.222.170.0/24,sntochl1,scl
129.222.171.0/24,sntochl1,scl
129.222.172.0/24,sntochl1,scl
129.222.173.0/24,sntochl1,scl
129.222.174.0/24,sntochl1,scl
129.222.175.0/24,sntochl1,scl
129.222.176.0/24,limaper1,lim
129.222.177.0/24,limaper1,lim
129.222.178.0/24,limaper1,lim
129.222.179.0/24,limaper1,lim
129.222.180.0/24,limaper1,lim
129.222.181.0/24,limaper1,lim
129.222.183.0/24,limaper1,lim
129.222.184.0/24,chcoilx1,ord
129.222.185.0/24,chcoilx1,ord
129.222.186.0/24,nrbiken1,nbo
129.222.187.0/24,nrbiken1,nbo
129.222.188.0/24,sfiabgr1,sof
129.222.189.0/24,sfiabgr1,sof
129.222.191.0/24,sfiabgr1,sof
129.222.192.0/24,ashnvax2,iad
129.222.193.0/24,ashnvax2,iad
129.222.194.0/24,nwyynyx1,lga
129.222.195.0/24,nwyynyx1,lga
129.222.196.0/24,mntlcan1,yul
129.222.197.0/24,mntlcan1,yul
129.222.198.0/24,bgtacol1,bog
129.222.199.0/24,bgtacol1,bog
129.222.200.0/24,mmmiflx1,mia
129.222.201.0/24,mmmiflx1,mia
129.222.202.0/24,bgtacol1,bog
129.222.203.0/24,bgtacol1,bog
129.222.204.0/24,lgosnga1,los
129.222.205.0/24,lgosnga1,los
129.222.206.0/24,lgosnga1,los
129.222.207.0/24,lgosnga1,los
129.222.208.0/24,nwyynyx1,lga
129.222.209.0/24,nwyynyx1,lga
129.222.210.0/24,nwyynyx1,lga
129.222.211.0/24,nwyynyx1,lga
129.222.212.0/24,nrbiken1,nbo
129.222.213.0/24,nrbiken1,nbo
129.222.214.0/24,sntochl1,scl
129.222.215.0/24,sntochl1,scl
129.222.224.0/24,nwyynyx1,lga
